title,url,domain,seendate,category,is_market_relevant,relevance_score,matched_keywords,mentioned_stocks,num_stocks,sentiment_score,sentiment_label,market_impact
Grove Collaborative Q4 Earnings Call Highlights,https://www.themarketsdaily.com/2026/03/08/grove-collaborative-q4-earnings-call-highlights.html,themarketsdaily.com,20260308T064500Z,Corporate,False,0.026,earnings,,0,0.0,neutral,low
Eksportvirksomhed i Rønne fastholder indtjening over 15 mio . kr .: Stabil bundlinje hos Hasle Refractories » Bornholm . nu,https://bornholm.nu/?Id=136285,bornholm.nu,20260308T063000Z,Corporate,False,0.0,,,0,0.0,neutral,low
Weekly review - Sharecast . com,https://www.sharecast.com/news/weekly-review/weekly-review--21957456.html,sharecast.com,20260308T053000Z,Corporate,False,0.0,,TSLA,1,0.0,neutral,low
The Top 5 AI Stocks to Buy in March,https://finance.yahoo.com/news/top-5-ai-stocks-buy-211739725.html,finance.yahoo.com,20260308T050000Z,Corporate,False,0.026,stock,,0,0.2023,positive,low
Joka neljäs startup - johtaja vuonna 2022 oli nainen,https://www.ksml.fi/uutissuomalainen/9283029,ksml.fi,20260308T044500Z,Corporate,False,0.0,,,0,0.0,neutral,low
10 Stocks Investors Are Watching Closely This Week,https://www.insidermonkey.com/blog/10-stocks-investors-are-watching-closely-this-week-1711585/,insidermonkey.com,20260308T034500Z,Corporate,True,0.051,"stock, investor",,0,0.0,neutral,low
How IPG Photonics Stock Gained 42 % Last Month,https://finance.yahoo.com/news/ipg-photonics-stock-gained-42-203302319.html,finance.yahoo.com,20260308T031500Z,Corporate,False,0.026,stock,,0,0.3818,positive,low
Jim Cramer Call on Marvell :  $1 Billion More in Sales Than Anyone Thought  ,https://finance.yahoo.com/news/jim-cramer-call-marvell-1-201203017.html,finance.yahoo.com,20260308T030000Z,Corporate,False,0.0,,DIS,1,0.0,neutral,low
"GEXIM identifies high - impact sectors to drive industrialisation , boost export trade",http://businessghana.com/site/news/general/344647/GEXIM-identifies-high-impact-sectors,businessghana.com,20260308T030000Z,Corporate,False,0.0,,GE,1,0.4019,positive,low
"Airbus results : Commercial aircraft environment robust , backlog underpins ramp - up plans",https://eturbonews.com/airbus-results-commercial-aircraft-environment-robust-backlog-underpins-ramp-up-plans/,eturbonews.com,20260308T030000Z,Corporate,False,0.0,,,0,0.34,positive,low
In charts : The final report card of Buffett era and Greg Abel challenges,https://www.livemint.com/companies/news/warren-buffett-final-report-card-greg-abel-challenges-berkshire-hathaway-11772804453762.html,livemint.com,20260308T024500Z,Corporate,False,0.0,,GE,1,0.0772,positive,low
Media Mogul Byron Allen Acquires Major Stake in Starz For $25M,https://www.blackenterprise.com/byron-allen-acquires-stake-starz-25m/,blackenterprise.com,20260308T024500Z,Corporate,False,0.0,,,0,0.0,neutral,low
What Next for Fonterra After the Mainland Sale,https://www.dairyreporter.com/Article/2026/03/07/whats-next-for-fonterra-after-the-mainland-sale/,dairyreporter.com,20260308T024500Z,Corporate,False,0.0,,,0,0.0,neutral,low
Buybacks and director filings surge following heavy earnings season,https://www.businesstimes.com.sg/companies-markets/buybacks-and-director-filings-surge-following-heavy-earnings-season,businesstimes.com.sg,20260308T024500Z,Corporate,True,0.051,"earnings, buyback",GE,1,0.0,neutral,low
PJM Market Monitor Opposes Maryland Coal Plant Sale To Data Center Company,https://www.zerohedge.com/energy/pjm-market-monitor-opposes-maryland-coal-plant-sale-data-center-company,zerohedge.com,20260308T023000Z,Corporate,False,0.026,market,,0,0.0,neutral,low
Information Services Group Q4 Earnings Call Highlights,https://finance.yahoo.com/news/information-services-group-q4-earnings-190840125.html,finance.yahoo.com,20260308T020000Z,Corporate,False,0.026,earnings,,0,0.0,neutral,low
Here My Top 2 Dividend Stocks to Buy in March,https://www.fool.com/investing/2026/03/07/heres-my-top-2-dividend-stocks-to-buy-in-march/?source=iedfolrf0000001,fool.com,20260308T020000Z,Corporate,True,0.051,"stock, dividend",,0,0.2023,positive,low
Information Services Group Inc ( III ) Q4 2025 Earnings Call Highlights : Strong Revenue Growth ... ,https://finance.yahoo.com/news/information-services-group-inc-iii-010038348.html,finance.yahoo.com,20260308T013000Z,Corporate,True,0.077,"earnings, revenue, growth",TSLA,1,0.7096,positive,low
Alpargatas SA ( BSP : ALPA3 ) Q4 2025 Earnings Call Highlights : Strategic Growth and Operational ... ,https://finance.yahoo.com/news/alpargatas-sa-bsp-alpa3-q4-010018543.html,finance.yahoo.com,20260308T013000Z,Corporate,True,0.051,"earnings, growth",,0,0.3818,positive,low
The soul - searching decision to take SCE compensation for Eaton fire,https://www.mercurynews.com/2026/03/07/we-stepped-out-on-faith-for-eaton-fire-survivors-the-soul-searching-decision-to-take-sces-compensation-money/,mercurynews.com,20260308T000000Z,Corporate,False,0.0,,,0,-0.34,negative,low
Why does a German media giant want to own The Telegraph ? ,https://www.thetimes.com/business/companies-markets/article/why-axel-springer-buying-telegraph-sold-dmqj58csn,thetimes.com,20260307T231500Z,Corporate,False,0.0,,GE,1,0.0772,positive,low
Media Mogul Byron Allen Acquires Major Stake In Starz For $25M,https://finance.yahoo.com/news/media-mogul-byron-allen-acquires-220000422.html,finance.yahoo.com,20260307T231500Z,Corporate,False,0.0,,,0,0.0,neutral,low
"Obasogie Cleared Of Match - fixing , Gambling Allegation In Tanzania",https://dailytrust.com/obasogie-cleared-of-match-fixing-gambling-allegation-in-tanzania/,dailytrust.com,20260307T230000Z,Corporate,False,0.0,,,0,0.1027,positive,low
"Beyond Meat rebrands , dropping meat from their name",https://www.reviewjournal.com/news/beyond-meat-rebrands-citing-misinformation-campaign-3716419/,reviewjournal.com,20260307T224500Z,Corporate,False,0.0,,,0,0.0,neutral,low
Here My Top 2 Dividend Stocks to Buy in March,https://finance.yahoo.com/news/heres-top-2-dividend-stocks-221100378.html,finance.yahoo.com,20260307T224500Z,Corporate,True,0.051,"stock, dividend",,0,0.2023,positive,low
3 Dividend Stocks With Monster Yields Are Already Up 50 % in 2026,https://finance.yahoo.com/news/3-dividend-stocks-monster-yields-203647985.html,finance.yahoo.com,20260307T213000Z,Corporate,True,0.051,"stock, dividend",,0,0.0,neutral,low
Could Plug Power Stock Be a 10x Investment and Eventually a Cash - Flowing Income Play ? ,https://www.fool.com/investing/2026/03/07/could-plug-power-stock-be-10x-investment-income/?source=iedfolrf0000001,fool.com,20260307T213000Z,Corporate,False,0.026,stock,TSLA,1,0.34,positive,low
Prediction : This Will Be Alphabet Stock Price in 5 Years,https://www.fool.com/investing/2026/03/07/prediction-this-will-be-alphabets-stock-price-in-5/?source=iedfolrf0000001,fool.com,20260307T213000Z,Corporate,False,0.026,stock,GOOGL,1,0.0,neutral,low
"Paramount Gets Warner Bros . Discovery , but Netflix Comes Out a Winner",https://www.fool.com/investing/2026/03/07/paramount-gets-warner-bros-discovery-but-netflix-c/?source=iedfolrf0000001,fool.com,20260307T213000Z,Corporate,False,0.0,,"GE, NFLX",2,0.7351,positive,low
"Paramount Gets Warner Bros . Discovery , but Netflix Comes Out a Winner",https://finance.yahoo.com/news/paramount-gets-warner-bros-discovery-204100754.html,finance.yahoo.com,20260307T211500Z,Corporate,False,0.0,,"GE, NFLX",2,0.7351,positive,low
Could Plug Power Stock Be a 10x Investment and Eventually a Cash - Flowing Income Play ? ,https://finance.yahoo.com/news/could-plug-power-stock-10x-203400389.html,finance.yahoo.com,20260307T210000Z,Corporate,False,0.026,stock,TSLA,1,0.34,positive,low
3 Dividend Stocks With Monster Yields Are Already Up 50 % in 2026,https://247wallst.com/investing/2026/03/07/3-dividend-stocks-with-monster-yields-are-already-up-50-in-2026/,247wallst.com,20260307T210000Z,Corporate,True,0.051,"stock, dividend",,0,0.0,neutral,low
"What happened in the rail industry this week ? March 6 , 2026",https://www.trains.com/pro/freight/class-i/what-happened-in-the-rail-industry-this-week-march-6-2026/,trains.com,20260307T204500Z,Corporate,False,0.0,,,0,0.0,neutral,low
Marvell Technology ( NASDAQ : MRVL ) Rating Increased to Buy at Bank of America,https://www.themarketsdaily.com/2026/03/07/marvell-technology-nasdaqmrvl-rating-increased-to-buy-at-bank-of-america.html,themarketsdaily.com,20260307T204500Z,Corporate,False,0.0,,"DIS, BAC",2,0.2732,positive,low
Mark Zuckerberg Visited A Temple In India On Steve Job Advice Here What It Taught Him About People And Business,https://www.benzinga.com/markets/tech/26/03/51116102/mark-zuckerberg-visited-a-temple-in-india-on-steve-jobs-advice-heres-what-it-taught-him-about-people-and-business,benzinga.com,20260307T201500Z,Corporate,False,0.0,,"META, TSLA",2,0.0,neutral,low
Mark Zuckerberg Visited A Temple In India On Steve Job Advice Here What It Taught Him About People And Business,https://www.benzinga.com/markets/tech/26/03/51116102/mark-zuckerberg-visited-a-temple-in-india-on-steve-jobs-advice-heres-what-it-taught-him-about-people,benzinga.com,20260307T201500Z,Corporate,False,0.0,,"META, TSLA",2,0.0,neutral,low
4 Berkshire Hathaway Stocks That New CEO Greg Abel  Expect Will Compound Over Decades  ,https://www.fool.com/investing/2026/03/07/berkshire-hathaway-stocks-new-ceo-greg-abel-letter/,fool.com,20260307T200000Z,Corporate,False,0.026,stock,,0,0.0,neutral,low
Prediction : This Will Be Alphabet Stock Price in 5 Years,https://www.fool.com/investing/2026/03/07/prediction-this-will-be-alphabets-stock-price-in-5/,fool.com,20260307T200000Z,Corporate,False,0.026,stock,GOOGL,1,0.0,neutral,low
Peter Thiel warned AI is coming for  math people before word people . Banks see smaller payrolls,https://fortune.com/2026/03/07/peter-thiel-ai-math-vs-word-skills-banks-smaller-headcounts/,fortune.com,20260307T200000Z,Corporate,False,0.0,,,0,-0.2732,negative,low
Oppenheimer Issues Positive Forecast for Caterpillar ( NYSE : CAT ) Stock Price,https://www.themarketsdaily.com/2026/03/07/oppenheimer-issues-positive-forecast-for-caterpillar-nysecat-stock-price.html,themarketsdaily.com,20260307T191500Z,Corporate,False,0.026,stock,CAT,1,0.5574,positive,low
JPMorgan Chase & Co . ( NYSE : JPM ) Price Target Raised to $290 . 00,https://www.tickerreport.com/banking-finance/13371249/jpmorgan-chase-co-nysejpm-price-target-raised-to-290-00.html,tickerreport.com,20260307T191500Z,Corporate,False,0.0,,"JPM, GE, TGT",3,0.0,neutral,low
Latest Articles,https://freerepublic.com/tag/*/index?more=4369711,freerepublic.com,20260307T191500Z,Corporate,False,0.0,,,0,0.0,neutral,low
"Before Retiring , Warren Buffett Dumped $4 . 5 Billion Worth of 2 AI Stocks and Established a New Position in This 174 - Year - Old Company",https://finance.yahoo.com/news/retiring-warren-buffett-dumped-4-183500067.html,finance.yahoo.com,20260307T191500Z,Corporate,False,0.026,stock,,0,-0.2023,negative,low
Polymarket Founder Says War Bets Are Facing Growing Resistance,https://finance.yahoo.com/news/polymarket-founder-says-war-bets-174021853.html,finance.yahoo.com,20260307T190000Z,Corporate,False,0.026,market,,0,-0.4939,negative,low
Marvell Technology ( NASDAQ : MRVL ) Price Target Raised to $118 . 00 at Citigroup,https://www.dailypolitical.com/2026/03/07/marvell-technology-nasdaqmrvl-price-target-raised-to-118-00-at-citigroup.html,dailypolitical.com,20260307T190000Z,Corporate,False,0.0,,"DIS, GE, C, TGT",4,0.0,neutral,low
"  We stepped out on faith : For Eaton fire survivors , the soul - searching decision to take SCE compensation money – Press Telegram",https://www.presstelegram.com/2026/03/07/we-stepped-out-on-faith-for-eaton-fire-survivors-the-soul-searching-decision-to-take-sces-compensation-money/,presstelegram.com,20260307T190000Z,Corporate,False,0.0,,,0,0.1027,positive,low
Sanford C . Bernstein Reiterates  Buy  Rating for NIKE ( NYSE : NKE ) ,https://www.dailypolitical.com/2026/03/07/sanford-c-bernstein-reiterates-buy-rating-for-nike-nysenke.html,dailypolitical.com,20260307T183000Z,Corporate,False,0.0,,NKE,1,0.0,neutral,low
BTIG Research Issues Positive Forecast for Guidewire Software ( NYSE : GWRE ) Stock Price,https://www.dailypolitical.com/2026/03/07/btig-research-issues-positive-forecast-for-guidewire-software-nysegwre-stock-price.html,dailypolitical.com,20260307T183000Z,Corporate,False,0.026,stock,,0,0.5574,positive,low
Popular fast food chain warns of more closures in 2026,https://finance.yahoo.com/news/popular-fast-food-chain-warns-174700996.html,finance.yahoo.com,20260307T183000Z,Corporate,False,0.0,,,0,0.34,positive,low
Pomerantz LLP Announces Commencement of Class Action Litigation Against ... ,https://www.pr-inside.com/pomerantz-llp-announces-commencement-of-class-action-litigation-against-r5172343.htm,pr-inside.com,20260307T183000Z,Corporate,False,0.0,,,0,-0.2023,negative,low
"  We stepped out on faith : For Eaton fire survivors , the soul - searching decision to take SCE compensation money – San Gabriel Valley Tribune",https://www.sgvtribune.com/2026/03/07/we-stepped-out-on-faith-for-eaton-fire-survivors-the-soul-searching-decision-to-take-sces-compensation-money/,sgvtribune.com,20260307T181500Z,Corporate,False,0.0,,,0,0.1027,positive,low
"irb infrastructure share could rally promoter buying check target price is below 70 rs ₹69 तक जा सकता है यह इंफ्रा शेयर , तीन साल में कर्ज फ्री होने का है प्लान , Business Hindi News",https://www.livehindustan.com/business/irb-infrastructure-share-could-rally-promoter-buying-check-target-price-is-below-70-rs-201772896926997.html,livehindustan.com,20260307T180000Z,Corporate,False,0.0,,"GE, TGT",2,0.296,positive,low
Ciena ( NYSE : CIEN ) Given New $283 . 00 Price Target at B . Riley Financial,https://www.tickerreport.com/banking-finance/13371222/ciena-nysecien-given-new-283-00-price-target-at-b-riley-financial.html,tickerreport.com,20260307T180000Z,Corporate,False,0.0,,"GE, TGT",2,0.0,neutral,low
The Trade Desk vs . AppLovin : Which AI - Powered Adtech Stock Is the Better Buy ? ,https://www.fool.com/investing/2026/03/07/trade-desk-applovin-ai-powered-adtech-stock-buy/?source=iedfolrf0000001,fool.com,20260307T180000Z,Corporate,False,0.026,stock,,0,0.4404,positive,low
Glj Research Begins Coverage on Solaris Energy Infrastructure ( NYSE : SEI ) ,https://www.dailypolitical.com/2026/03/07/glj-research-begins-coverage-on-solaris-energy-infrastructure-nysesei.html,dailypolitical.com,20260307T180000Z,Corporate,False,0.0,,GE,1,0.2732,positive,low
JPMorgan Chase & Co . Issues Positive Forecast for Marvell Technology ( NASDAQ : MRVL ) Stock Price,https://www.dailypolitical.com/2026/03/07/jpmorgan-chase-co-issues-positive-forecast-for-marvell-technology-nasdaqmrvl-stock-price.html,dailypolitical.com,20260307T180000Z,Corporate,False,0.026,stock,"DIS, JPM",2,0.5574,positive,low
This Glorious Growth Stock Is Down 60 %. Here Why You Should Buy It Hand Over Fist . ,https://www.fool.com/investing/2026/03/07/this-glorious-growth-stock-is-down-60-heres-why-yo/?source=iedfolrf0000001,fool.com,20260307T180000Z,Corporate,True,0.051,"stock, growth",,0,0.875,positive,low
The Trade Desk vs . AppLovin : Which AI - Powered Adtech Stock Is the Better Buy ? ,https://finance.yahoo.com/news/trade-desk-vs-applovin-ai-165600858.html,finance.yahoo.com,20260307T173000Z,Corporate,False,0.026,stock,,0,0.4404,positive,low
Adobe ( NASDAQ : ADBE ) Price Target Cut to $315 . 00 by Analysts at Citigroup,https://www.tickerreport.com/banking-finance/13371200/adobe-nasdaqadbe-price-target-cut-to-315-00-by-analysts-at-citigroup.html,tickerreport.com,20260307T173000Z,Corporate,False,0.0,,"GE, C, TGT",3,-0.2732,negative,low
The Trade Desk vs . AppLovin : Which AI - Powered Adtech Stock Is the Better Buy ? ,https://www.fool.com/investing/2026/03/07/trade-desk-applovin-ai-powered-adtech-stock-buy/,fool.com,20260307T170000Z,Corporate,False,0.026,stock,,0,0.4404,positive,low
"Schrodinger ( NASDAQ : SDGR ) Insider Robert Lorne Abel Sells 1 , 300 Shares",https://www.tickerreport.com/banking-finance/13371184/schrodinger-nasdaqsdgr-insider-robert-lorne-abel-sells-1300-shares.html,tickerreport.com,20260307T164500Z,Corporate,False,0.026,shares,GE,1,0.296,positive,low
"Analysts Set Veracyte , Inc . ( NASDAQ : VCYT ) Target Price at $46 . 71",https://www.dailypolitical.com/2026/03/07/analysts-set-veracyte-inc-nasdaqvcyt-target-price-at-46-71.html,dailypolitical.com,20260307T164500Z,Corporate,False,0.0,,"GE, TGT",2,0.0,neutral,low
"Nuveen Churchill Direct Lending ( NYSE : NCDL ) Director Mat Linett Acquires 2 , 000 Shares",https://www.tickerreport.com/banking-finance/13371181/nuveen-churchill-direct-lending-nysencdl-director-mat-linett-acquires-2000-shares.html,tickerreport.com,20260307T164500Z,Corporate,False,0.026,shares,,0,0.296,positive,low
Nutex Health Q4 Earnings Call Highlights,https://www.dailypolitical.com/2026/03/07/nutex-health-q4-earnings-call-highlights.html,dailypolitical.com,20260307T163000Z,Corporate,False,0.026,earnings,,0,0.0,neutral,low
"E . W . Scripps ( NASDAQ : SSP ) Major Shareholder Elizabeth Scripps Purchases 2 , 324 Shares of Stock",https://www.dailypolitical.com/2026/03/07/e-w-scripps-nasdaqssp-major-shareholder-elizabeth-scripps-purchases-2324-shares-of-stock.html,dailypolitical.com,20260307T163000Z,Corporate,True,0.077,"stock, shares, shareholder",JPM,1,0.296,positive,low
Paramount says its Warner Bros . deal can work without big layoffs . Hollywood isnt buying it . ,https://www.morningstar.com/news/marketwatch/20260307165/paramount-says-its-warner-bros-deal-can-work-without-big-layoffs-hollywood-isnt-buying-it,morningstar.com,20260307T163000Z,Corporate,False,0.026,layoff,,0,0.0,neutral,low
"E . W . Scripps ( NASDAQ : SSP ) Major Shareholder Corina Granado Acquires 60 , 266 Shares of Stock",https://www.tickerreport.com/banking-finance/13371160/e-w-scripps-nasdaqssp-major-shareholder-corina-granado-acquires-60266-shares-of-stock.html,tickerreport.com,20260307T163000Z,Corporate,True,0.077,"stock, shares, shareholder",,0,0.296,positive,low
Netflix ( NASDAQ : NFLX ) Given New $125 . 00 Price Target at Bank of America,https://www.tickerreport.com/banking-finance/13371171/netflix-nasdaqnflx-given-new-125-00-price-target-at-bank-of-america.html,tickerreport.com,20260307T163000Z,Corporate,False,0.0,,"GE, NFLX, TGT, BAC",4,0.0,neutral,low
Netflix ( NASDAQ : NFLX ) Upgraded to Buy at Cfra,https://www.dailypolitical.com/2026/03/07/netflix-nasdaqnflx-upgraded-to-buy-at-cfra.html,dailypolitical.com,20260307T163000Z,Corporate,False,0.0,,NFLX,1,0.0,neutral,low
Bowman Consulting Group ( NASDAQ : BWMN ) Price Target Cut to $37 . 00 by Analysts at Robert W . Baird,https://www.tickerreport.com/banking-finance/13371158/bowman-consulting-group-nasdaqbwmn-price-target-cut-to-37-00-by-analysts-at-robert-w-baird.html,tickerreport.com,20260307T163000Z,Corporate,False,0.0,,"GE, TGT",2,-0.2732,negative,low
"Could Tesla Stock Be Worth $2 , 000 in 2030 ? ",https://finance.yahoo.com/news/could-tesla-stock-worth-2-150500687.html,finance.yahoo.com,20260307T154500Z,Corporate,False,0.026,stock,TSLA,1,0.2263,positive,low
UBS Group Has Lowered Expectations for Okta ( NASDAQ : OKTA ) Stock Price,https://www.dailypolitical.com/2026/03/07/ubs-group-has-lowered-expectations-for-okta-nasdaqokta-stock-price.html,dailypolitical.com,20260307T151500Z,Corporate,False,0.026,stock,,0,-0.128,negative,low
Palantir Technologies Stock Climbs 3 % to $157 Amid Geopolitical Tensions and Strong AI Demand,https://www.ibtimes.com.au/palantir-technologies-stock-climbs-3-157-amid-geopolitical-tensions-strong-ai-demand-1862944,ibtimes.com.au,20260307T150000Z,Corporate,False,0.026,stock,GE,1,0.0258,neutral,low
  Veštačka inteligencija dovodi do otpuštanja radnika i slabi javne finansije : Kakvi su planovi Srbije u ovoj oblasti do 2035 . godine ? - Ekonomija,https://www.danas.rs/vesti/ekonomija/vestacka-inteligencija-dovodi-do-otpustanja-radnika-kakvi-su-planovi-srbije-u-ovoj-oblasti-do-2035-godine/,danas.rs,20260307T140000Z,Corporate,False,0.0,,"GE, INTC",2,0.0,neutral,low
"Integrity Advisory Solutions LLC Invests $482 , 000 in Alphabet Inc . $GOOG",https://www.themarketsdaily.com/2026/03/07/integrity-advisory-solutions-llc-invests-482000-in-alphabet-inc-goog.html,themarketsdaily.com,20260307T134500Z,Corporate,False,0.0,,GOOGL,1,0.5106,positive,low
"Kenneth Miranda Purchases 3 , 000 Shares of Nuveen Churchill Direct Lending ( NYSE : NCDL ) Stock",https://www.themarketsdaily.com/2026/03/07/kenneth-miranda-purchases-3000-shares-of-nuveen-churchill-direct-lending-nysencdl-stock.html,themarketsdaily.com,20260307T134500Z,Corporate,True,0.051,"stock, shares",JPM,1,0.296,positive,low
Deadline,https://deadline.com/print-article/1236744715/,deadline.com,20260307T121500Z,Corporate,False,0.0,,,0,0.0,neutral,low
"Wall Street Isnt Quite Getting the Market Hottest Trade , Josh Brown Says",https://www.businessinsider.com/stock-market-rotation-halo-trade-wall-street-tech-energy-ai-2026-3,businessinsider.com,20260307T121500Z,Corporate,True,0.051,"market, wall street",GE,1,0.0,neutral,low
Top 3 Health Care Stocks That Could Lead To Your Biggest Gains In Q1,https://finance.yahoo.com/news/top-3-health-care-stocks-114602929.html,finance.yahoo.com,20260307T121500Z,Corporate,False,0.026,stock,GE,1,0.7506,positive,low
Social Security Benefits Predicted to Run Out Earlier Than Expected : Report,https://www.newsweek.com/social-security-benefits-predicted-to-run-out-earlier-than-expected-report-11637675,newsweek.com,20260307T121500Z,Corporate,False,0.0,,,0,0.6124,positive,low
"Terry Smith , the  English Warren Buffett , Says This Trend Is Pushing the Stock Market Toward  a Major Investment Disaster  ",https://www.fool.com/investing/2026/03/07/terry-smith-english-warren-buffett-trend-market/,fool.com,20260307T121500Z,Corporate,True,0.051,"stock, market",,0,-0.6573,negative,low
Worlds of Fun in Kansas City to be sold as part of $342 million multipark deal,https://www.kcur.org/housing-development-section/2026-03-07/worlds-of-fun-in-kansas-city-to-be-sold-as-part-of-342-million-multipark-deal,kcur.org,20260307T120000Z,Corporate,False,0.0,,,0,0.5106,positive,low
Ginny and Georgia season 4 gets the big update weve all been waiting for,https://netflixlife.com/ginny-and-georgia-season-4-gets-big-update-weve-all-been-waiting-for,netflixlife.com,20260307T120000Z,Corporate,False,0.0,,"GE, TSLA",2,0.0,neutral,low
"Higher sales , same headcount : How AI is transforming work at Canada biggest companies",https://www.theglobeandmail.com/business/article-ai-artificial-intelligence-canadian-companies-work/,theglobeandmail.com,20260307T120000Z,Corporate,False,0.0,,GE,1,0.0,neutral,low
Best 2 Blue Chip Stocks to Buy After Last Week Market Pullback,https://finance.yahoo.com/news/best-2-blue-chip-stocks-111500085.html,finance.yahoo.com,20260307T114500Z,Corporate,True,0.051,"stock, market",,0,0.6369,positive,low
"Orion Porfolio Solutions LLC Acquires 28 , 435 Shares of The Kroger Co . $KR",https://www.dailypolitical.com/2026/03/07/orion-porfolio-solutions-llc-acquires-28435-shares-of-the-kroger-co-kr.html,dailypolitical.com,20260307T114500Z,Corporate,False,0.026,shares,GE,1,0.4404,positive,low
"Orion Porfolio Solutions LLC Sells 7 , 727 Shares of Thermo Fisher Scientific Inc . $TMO",https://www.dailypolitical.com/2026/03/07/orion-porfolio-solutions-llc-sells-7727-shares-of-thermo-fisher-scientific-inc-tmo.html,dailypolitical.com,20260307T114500Z,Corporate,False,0.026,shares,TMO,1,0.4404,positive,low
Pitcairn Co . Has $1 . 81 Million Position in Chevron Corporation $CVX,https://www.dailypolitical.com/2026/03/07/pitcairn-co-has-1-81-million-position-in-chevron-corporation-cvx.html,dailypolitical.com,20260307T114500Z,Corporate,False,0.0,,"CVX, TSLA",2,0.0,neutral,low
ITT Inc . $ITT Shares Sold by Gabelli Funds LLC,https://www.tickerreport.com/banking-finance/13370581/itt-inc-itt-shares-sold-by-gabelli-funds-llc.html,tickerreport.com,20260307T113000Z,Corporate,False,0.026,shares,,0,0.296,positive,low
Banijay - All3Media - RedBird IMI Analysis : Mixed Moods Over Mega - Merger,https://deadline.com/2026/03/banijay-all3media-redbird-analysis-mixed-moods-over-merger-1236744715/,deadline.com,20260307T113000Z,Corporate,False,0.026,merger,"GE, MMM",2,0.0,neutral,low
"Picton Mahoney Asset Management Makes New Investment in Lowe Companies , Inc . $LOW",https://www.tickerreport.com/banking-finance/13370576/picton-mahoney-asset-management-makes-new-investment-in-lowes-companies-inc-low.html,tickerreport.com,20260307T113000Z,Corporate,False,0.0,,GE,1,0.0431,neutral,low
"Is Tesla Stock Going to $1 , 000 ? | The Motley Fool",https://www.fool.com/investing/2026/03/07/is-tesla-stock-going-to-1000/?source=iedfolrf0000001,fool.com,20260307T113000Z,Corporate,False,0.026,stock,TSLA,1,-0.4404,negative,low
Global economy faces widening strains as West Asia war intensifies,https://www.thehindubusinessline.com/news/world/global-economy-faces-widening-strains-as-west-asia-war-intensifies/article70715498.ece,thehindubusinessline.com,20260307T113000Z,Corporate,False,0.026,economy,,0,-0.7269,negative,low
Reshma Kewalramani : Who is Reshma Kewalramani ? Mumbai - born CEO behind a ₹11 lakh crore biotech empire and TIME 2026 Woman of the Year,https://timesofindia.indiatimes.com/etimes/trending/who-is-reshma-kewalramani-mumbai-born-ceo-behind-a-11-lakh-crore-biotech-empire-and-times-2026-woman-of-the-year/articleshow/129206866.cms,timesofindia.indiatimes.com,20260307T111500Z,Corporate,False,0.0,,,0,0.0,neutral,low
Online betting apps snoop in India : Nithin Kamath warns about these offshore apps and calls for tougher action against them,https://economictimes.indiatimes.com/wealth/save/online-betting-apps-snoop-in-india-nithin-kamath-warns-about-these-offshore-apps-and-calls-for-tougher-action-against-them/articleshow/129208469.cms,economictimes.indiatimes.com,20260307T110000Z,Corporate,False,0.0,,,0,0.0772,positive,low
How The KeyCorp ( KEY ) Narrative Is Shifting As Bulls And Bears Reassess Upside Potential,https://finance.yahoo.com/news/keycorp-key-narrative-shifting-bulls-100915797.html,finance.yahoo.com,20260307T104500Z,Corporate,False,0.0,,,0,0.0,neutral,low
Comparing Voyager Technologies ( NYSE : VOYG ) and YSS ( NYSE : YSS ) ,https://www.dailypolitical.com/2026/03/07/comparing-voyager-technologies-nysevoyg-and-yss-nyseyss.html,dailypolitical.com,20260307T100000Z,Corporate,False,0.0,,GE,1,0.0,neutral,low
Lionsgate Studios Corp . ( LION ) Surges to Two - Year High Amid Strong Franchise Momentum and Library Growth,https://www.ibtimes.com.au/lionsgate-studios-corp-lion-surges-two-year-high-amid-strong-franchise-momentum-library-growth-1862924,ibtimes.com.au,20260307T094500Z,Corporate,False,0.026,growth,"AAPL, GE",2,0.7096,positive,low
"Elo Mutual Pension Insurance Co Makes New Investment in Warner Bros . Discovery , Inc . $WBD",https://www.defenseworld.net/2026/03/07/elo-mutual-pension-insurance-co-makes-new-investment-in-warner-bros-discovery-inc-wbd.html,defenseworld.net,20260307T091500Z,Corporate,False,0.0,,,0,0.0,neutral,low
A winning blue - chip fund flips the script on the AI trade,https://www.livemint.com/market/stock-market-news/a-winning-blue-chip-fund-flips-the-script-on-the-ai-trade-11772870577790.html,livemint.com,20260307T091500Z,Corporate,False,0.0,,,0,0.5267,positive,low
Park - Ohio Q4 Earnings Call Highlights,https://finance.yahoo.com/news/park-ohio-q4-earnings-call-040559041.html,finance.yahoo.com,20260307T084500Z,Corporate,False,0.026,earnings,,0,0.0,neutral,low
Grocery Outlets in Pocatello and Idaho Falls to close - LocalNews8 . com,https://localnews8.com/news/2026/03/06/grocery-outlets-in-pocatello-and-idaho-falls-to-close/,localnews8.com,20260307T084500Z,Corporate,False,0.0,,,0,0.0,neutral,low
Pattern Group Q4 Earnings Call Highlights,https://finance.yahoo.com/news/pattern-group-q4-earnings-call-040600861.html,finance.yahoo.com,20260307T084500Z,Corporate,False,0.026,earnings,,0,0.0,neutral,low
